Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue,,,,,
SO - 019212,08-Jan-21,2606AA,AXW291,Distributor,1,2041.52333,2042,,,,,
SO - 019213,08-Jan-21,1971AA,GUT930,Distributor,70,321.9469,22536,,,,,
SO - 019214,08-Jan-21,1624AA,FLR025,Export,2,722.101,1444,,,,,
SO - 019215,08-Jan-21,2661CA,AXW291,Distributor,71,182,12922,,,,,
SO - 019216,08-Jan-21,2970CA,AXW291,Wholesale,1,512.205,512,,,,,
SO - 019217,08-Jan-21,3462AA,AXW291,Distributor,100,4.1,410,,,,,
SO - 019218,08-Jan-21,2646AA,AXW291,Distributor,87,908.33214,79025,,,,,
SO - 019219,08-Jan-21,2727CA,FLR025,Distributor,582,21.88943,12740,,,,,
SO - 019220,08-Jan-21,3075AA,FLR025,Wholesale,2,60.38,121,,,,,
SO - 019221,08-Jan-21,3448CA,NXH382,Distributor,17,6.5255,111,,,,,
SO - 019222,08-Jan-21,1077CA,NXH382,Wholesale,70,22.9777,1608,,,,,
SO - 019223,08-Jan-21,2930CA,AXW291,Wholesale,1,20.00833,20,,,,,
SO - 019224,08-Jan-21,2265BA,FLR025,Wholesale,3,1691.46333,5074,,,,,
SO - 019225,08-Jan-21,1445BA,AXW291,Wholesale,3,1291.865,3876,,,,,
SO - 019226,08-Jan-21,3576BA,AXW291,Distributor,5,44.79,224,,,,,
SO - 019227,08-Jan-21,3576BA,AXW291,Wholesale,8,44.79,358,,,,,
SO - 019228,08-Jan-21,2501CA,GUT930,Distributor,200,35.12175,7024,,,,,
SO - 019229,08-Jan-21,2317CA,AXW291,Wholesale,1230,37.26672,45838,,,,,
SO - 019230,08-Jan-21,1967BA,AXW291,Wholesale,65,178.65,11612,,,,,
SO - 019231,08-Jan-21,3407CA,AXW291,Wholesale,6,1017.592,6106,,,,,
SO - 019232,08-Jan-21,3448CA,AXW291,Wholesale,50,6.5255,326,,,,,
SO - 019233,08-Jan-21,3075BA,FLR025,Distributor,2,31,62,,,,,
SO - 019234,08-Jan-21,1497CA,FLR025,Wholesale,250,16.71828,4180,,,,,
SO - 019235,08-Jan-21,2994CA,GUT930,Distributor,1,12977,12977,,,,,
SO - 019236,08-Jan-21,1511CA,AXW291,Export,7,6.787,48,,,,,
SO - 019237,08-Jan-21,2396CA,GUT930,Export,1335,0.7646,1021,,,,,
SO - 019238,08-Jan-21,1497CA,FLR025,Distributor,6,16.71828,100,,,,,
SO - 019239,08-Jan-21,1445BA,AXW291,Wholesale,1,1291.865,1292,,,,,
SO - 019240,08-Jan-21,2021CA,AXW291,Wholesale,7,295.27467,2067,,,,,
SO - 019241,09-Jan-21,3025CA,GUT930,Distributor,10,1092.5,10925,,,,,
SO - 019242,09-Jan-21,3448CA,FLR025,Wholesale,8,6.5255,52,,,,,
SO - 019243,09-Jan-21,3084CA,NXH382,Wholesale,1,2769.81,2770,,,,,
SO - 019244,09-Jan-21,2223AA,AXW291,Wholesale,1,918.7,919,,,,,
SO - 019245,09-Jan-21,3590BA,FLR025,Wholesale,2,115.085,230,,,,,
SO - 019246,09-Jan-21,3125AA,NXH382,Wholesale,4,119.136,477,,,,,
SO - 019247,09-Jan-21,3143CA,AXW291,Wholesale,1,47.764,48,,,,,
SO - 019248,09-Jan-21,1445BA,NXH382,Distributor,2,1291.865,2584,,,,,
SO - 019249,09-Jan-21,3160BA,GUT930,Distributor,3,270.909,813,,,,,
SO - 019250,09-Jan-21,1971AA,AXW291,Wholesale,1.5,321.9469,483,,,,,
SO - 019251,09-Jan-21,3075BA,GUT930,Wholesale,5,31,155,,,,,
SO - 019252,09-Jan-21,2291AA,FLR025,Export,400,18.75596,7502,,,,,
SO - 019253,09-Jan-21,2814BA,GUT930,Wholesale,90,50.49535,4545,,,,,
SO - 019254,09-Jan-21,2501CA,NXH382,Wholesale,743,35.12175,26095,,,,,
SO - 019255,09-Jan-21,2501CA,NXH382,Distributor,2000,35.12175,70244,,,,,
SO - 019256,09-Jan-21,1601AA,AXW291,Wholesale,3,918.403,2755,,,,,
SO - 019257,09-Jan-21,2229AA,AXW291,Wholesale,2,1054.24333,2108,,,,,
SO - 019258,09-Jan-21,2956AA,GUT930,Wholesale,2,12.02259,24,,,,,
SO - 019259,09-Jan-21,1971AA,AXW291,Wholesale,40,321.9469,12878,,,,,
SO - 019260,09-Jan-21,3399AA,NXH382,Distributor,2,194.753,390,,,,,
SO - 019261,09-Jan-21,1385CA,AXW291,Distributor,35,1781.5475,62354,,,,,
SO - 019262,09-Jan-21,3084CA,AXW291,Wholesale,2,2769.81,5540,,,,,
SO - 019263,09-Jan-21,2876CA,FLR025,Wholesale,13,427.425,5557,,,,,
SO - 019264,09-Jan-21,2498CA,NXH382,Wholesale,1,117.17,117,,,,,
SO - 019265,09-Jan-21,1385CA,GUT930,Wholesale,35,1781.5475,62354,,,,,
SO - 019266,09-Jan-21,1009AA,AXW291,Distributor,170,28.76326,4890,,,,,
SO - 019267,09-Jan-21,1624AA,GUT930,Wholesale,4,722.101,2888,,,,,
SO - 019268,09-Jan-21,2173CA,AXW291,Wholesale,1,444.94,445,,,,,
SO - 019269,09-Jan-21,2054CA,AXW291,Export,4,904,3616,,,,,
SO - 019270,09-Jan-21,2923CA,AXW291,Wholesale,4,20.18857,81,,,,,
SO - 019271,09-Jan-21,1009AA,GUT930,Wholesale,284,28.76326,8169,,,,,
SO - 019272,09-Jan-21,3512AA,NXH382,Wholesale,1100,0.10295,113,,,,,
SO - 019273,09-Jan-21,3177CA,AXW291,Wholesale,67.5,69.45642,4688,,,,,
SO - 019274,09-Jan-21,3420AA,AXW291,Wholesale,2,17.255,35,,,,,
SO - 019275,09-Jan-21,2953BA,NXH382,Wholesale,30,47.90925,1437,,,,,
SO - 019276,09-Jan-21,1970CA,AXW291,Wholesale,50,244.928,12246,,,,,
SO - 019277,09-Jan-21,2227AA,NXH382,Wholesale,6,751.635,4510,,,,,
SO - 019278,09-Jan-21,1624AA,NXH382,Export,10,722.101,7221,,,,,
SO - 019279,09-Jan-21,3423CA,AXW291,Export,3,29.555,89,,,,,
SO - 019280,09-Jan-21,2053BA,AXW291,Distributor,14,1212.86889,16980,,,,,
SO - 019281,09-Jan-21,3502BA,AXW291,Distributor,6,1234.335,7406,,,,,
SO - 019282,09-Jan-21,1956AA,NXH382,Export,1,573.09,573,,,,,
SO - 019283,09-Jan-21,2498BA,AXW291,Distributor,1,1474.56,1475,,,,,
SO - 019284,10-Jan-21,1130AA,AXW291,Wholesale,363,17.26609,6268,,,,,
SO - 019285,10-Jan-21,1083AA,AXW291,Distributor,914,29.02,26524,,,,,
SO - 019286,10-Jan-21,2342CA,GUT930,Wholesale,225,2.77685,625,,,,,
SO - 019287,10-Jan-21,3448CA,AXW291,Wholesale,254,6.5255,1657,,,,,
SO - 019288,10-Jan-21,1971AA,AXW291,Wholesale,22.5,321.9469,7244,,,,,
SO - 019289,10-Jan-21,2331CA,GUT930,Wholesale,110,210.12419,23114,,,,,
SO - 019290,10-Jan-21,2763CA,AXW291,Distributor,24,10.08731,242,,,,,
SO - 019291,10-Jan-21,1990AA,NXH382,Export,55,545.845,30021,,,,,
SO - 019292,10-Jan-21,2564BA,GUT930,Wholesale,250,309.205,77301,,,,,
SO - 019293,10-Jan-21,2234AA,FLR025,Distributor,4,903,3612,,,,,
SO - 019294,10-Jan-21,2039CA,AXW291,Wholesale,3,449.75,1349,,,,,
SO - 019295,10-Jan-21,2956AA,AXW291,Distributor,2,12.02259,24,,,,,
SO - 019296,10-Jan-21,1145BA,AXW291,Wholesale,37,85.30066,3156,,,,,
SO - 019297,10-Jan-21,2938CA,AXW291,Distributor,1,29.206,29,,,,,
SO - 019298,10-Jan-21,1630BA,FLR025,Distributor,2,442.803,886,,,,,
SO - 019299,10-Jan-21,2016CA,GUT930,Wholesale,511,267.32395,136603,,,,,
SO - 019300,10-Jan-21,2227AA,GUT930,Distributor,2,751.635,1503,,,,,
SO - 019301,10-Jan-21,3079BA,AXW291,Wholesale,144,134.5,19368,,,,,
SO - 019302,10-Jan-21,1970CA,GUT930,Distributor,7.5,244.928,1837,,,,,
SO - 019303,10-Jan-21,1499AA,FLR025,Wholesale,259,14.22359,3684,,,,,
SO - 019304,10-Jan-21,1995AA,GUT930,Distributor,20,100.57182,2011,,,,,
SO - 019305,10-Jan-21,3345AA,AXW291,Wholesale,5,31.06467,155,,,,,
SO - 019306,10-Jan-21,3138CA,AXW291,Wholesale,5,376.116,1881,,,,,
SO - 019307,10-Jan-21,2501CA,GUT930,Distributor,200,35.12175,7024,,,,,
SO - 019308,10-Jan-21,2189CA,GUT930,Wholesale,5,299.805,1499,,,,,
SO - 019309,10-Jan-21,3053AA,NXH382,Wholesale,7,40.87148,286,,,,,
SO - 019310,10-Jan-21,3160BA,GUT930,Distributor,2,270.909,542,,,,,
SO - 019311,10-Jan-21,1876AA,GUT930,Distributor,1,22919,22919,,,,,
SO - 019312,10-Jan-21,2935BA,GUT930,Distributor,10,23.495,235,,,,,
SO - 019313,10-Jan-21,2876CA,NXH382,Wholesale,1,427.425,427,,,,,
SO - 019314,10-Jan-21,1956AA,AXW291,Wholesale,616,573.09,353023,,,,,
SO - 019315,10-Jan-21,1077CA,AXW291,Distributor,31,22.9777,712,,,,,
SO - 019316,10-Jan-21,2255CA,GUT930,Distributor,13,1712.565,22263,,,,,
SO - 019317,10-Jan-21,3079BA,FLR025,Wholesale,12,134.5,1614,,,,,
SO - 019318,10-Jan-21,2331CA,AXW291,Wholesale,210,210.12419,44126,,,,,
SO - 019319,10-Jan-21,3075AA,GUT930,Distributor,1,60.38,60,,,,,
SO - 019320,10-Jan-21,1967BA,GUT930,Wholesale,240,178.65,42876,,,,,
SO - 019321,10-Jan-21,3413AA,NXH382,Export,5,35.3004,177,,,,,
SO - 019322,10-Jan-21,1586CA,GUT930,Export,5,286.571,1433,,,,,
SO - 019323,10-Jan-21,1009AA,GUT930,Distributor,150,28.76326,4314,,,,,
SO - 019324,10-Jan-21,3502BA,NXH382,Wholesale,50,1234.335,61717,,,,,
SO - 019325,10-Jan-21,2564BA,GUT930,Distributor,62,309.205,19171,,,,,
SO - 019326,10-Jan-21,1956AA,NXH382,Distributor,1,573.09,573,,,,,
SO - 019327,11-Jan-21,3502BA,NXH382,Wholesale,1,1234.335,1234,,,,,
SO - 019328,11-Jan-21,1514BA,FLR025,Export,1,332.8,333,,,,,
SO - 019329,11-Jan-21,1967BA,AXW291,Wholesale,85,178.65,15185,,,,,
SO - 019330,11-Jan-21,2680BA,AXW291,Wholesale,2,215.57,431,,,,,
SO - 019331,11-Jan-21,3205AA,AXW291,Wholesale,1,76300,76300,,,,,
SO - 019332,11-Jan-21,3358BA,AXW291,Export,1,1363.64,1364,,,,,
SO - 019333,11-Jan-21,2930CA,GUT930,Wholesale,66,20.00833,1321,,,,,
SO - 019334,11-Jan-21,1193BA,AXW291,Wholesale,47,815,38305,,,,,
SO - 019335,11-Jan-21,2513CA,AXW291,Wholesale,1,4805.03,4805,,,,,
SO - 019336,11-Jan-21,1224AA,AXW291,Distributor,450,698,314100,,,,,
SO - 019337,11-Jan-21,3138CA,AXW291,Distributor,4,376.116,1504,,,,,
SO - 019338,11-Jan-21,1009AA,GUT930,Distributor,240,28.76326,6903,,,,,
SO - 019339,11-Jan-21,3358BA,AXW291,Wholesale,1,1363.64,1364,,,,,
SO - 019340,11-Jan-21,2729AA,AXW291,Distributor,2,76.518,153,,,,,
SO - 019341,11-Jan-21,3495CA,AXW291,Wholesale,100,39.835,3984,,,,,
SO - 019342,11-Jan-21,1582CA,NXH382,Export,1,550,550,,,,,
SO - 019343,11-Jan-21,3495CA,AXW291,Distributor,280,39.835,11154,,,,,
SO - 019344,11-Jan-21,1497CA,AXW291,Distributor,57,16.71828,953,,,,,
SO - 019345,11-Jan-21,2923CA,GUT930,Distributor,1,20.18857,20,,,,,
SO - 019346,11-Jan-21,1130AA,AXW291,Wholesale,357,17.26609,6164,,,,,
SO - 019347,11-Jan-21,2096BA,AXW291,Distributor,6,1524.57667,9147,,,,,
SO - 019348,11-Jan-21,1009AA,NXH382,Distributor,40,28.76326,1151,,,,,
SO - 019349,11-Jan-21,1145BA,AXW291,Wholesale,137,85.30066,11686,,,,,
SO - 019350,11-Jan-21,3160BA,AXW291,Wholesale,5,270.909,1355,,,,,
SO - 019351,11-Jan-21,1126CA,AXW291,Distributor,8171,32.8,268009,,,,,
SO - 019352,11-Jan-21,1083AA,NXH382,Wholesale,80,29.02,2322,,,,,
SO - 019353,11-Jan-21,2498BA,NXH382,Wholesale,1,1474.56,1475,,,,,
SO - 019354,11-Jan-21,3084CA,GUT930,Wholesale,1,2769.81,2770,,,,,
SO - 019355,11-Jan-21,3413AA,GUT930,Distributor,5,35.3004,177,,,,,
SO - 019356,11-Jan-21,1499AA,AXW291,Export,51,14.22359,725,,,,,
SO - 019357,11-Jan-21,2229AA,FLR025,Wholesale,4,1054.24333,4217,,,,,
SO - 019358,11-Jan-21,1601AA,GUT930,Wholesale,3,918.403,2755,,,,,
SO - 019359,11-Jan-21,3512AA,AXW291,Wholesale,1300,0.10295,134,,,,,
SO - 019360,11-Jan-21,3551CA,AXW291,Distributor,1000,7.06831,7068,,,,,
SO - 019361,11-Jan-21,1582CA,AXW291,Wholesale,1,550,550,,,,,
SO - 019362,11-Jan-21,3027CA,FLR025,Export,1,1145.83,1146,,,,,
SO - 019363,11-Jan-21,2977BA,NXH382,Wholesale,4,52.8,211,,,,,
SO - 019364,11-Jan-21,1953AA,NXH382,Export,1,947.56,948,,,,,
SO - 019365,11-Jan-21,2115CA,NXH382,Wholesale,56,1912.27,107087,,,,,
SO - 019366,11-Jan-21,2867AA,GUT930,Wholesale,5,297.635,1488,,,,,
SO - 019367,11-Jan-21,2923CA,NXH382,Wholesale,7,20.18857,141,,,,,
SO - 019368,11-Jan-21,1330CA,NXH382,Export,1,6000,6000,,,,,
SO - 019369,11-Jan-21,1970CA,NXH382,Wholesale,10,244.928,2449,,,,,
SO - 019370,12-Jan-21,3079BA,GUT930,Wholesale,330,134.5,44385,,,,,
SO - 019371,12-Jan-21,3461CA,AXW291,Distributor,15,30.064,451,,,,,
SO - 019372,12-Jan-21,3345AA,AXW291,Wholesale,8,31.06467,249,,,,,
SO - 019373,12-Jan-21,2227AA,AXW291,Distributor,6,751.635,4510,,,,,
SO - 019374,12-Jan-21,1382CA,GUT930,Wholesale,16,613.52125,9816,,,,,
SO - 019375,12-Jan-21,1993AA,NXH382,Wholesale,600,83.75125,50251,,,,,
SO - 019376,12-Jan-21,3533CA,NXH382,Wholesale,300,0.64377,193,,,,,
SO - 019377,12-Jan-21,1145BA,GUT930,Distributor,24,85.30066,2047,,,,,
SO - 019378,12-Jan-21,2212AA,GUT930,Wholesale,6,747.405,4484,,,,,
SO - 019379,12-Jan-21,2876CA,NXH382,Wholesale,1,427.425,427,,,,,
SO - 019380,12-Jan-21,1130AA,AXW291,Wholesale,840,17.26609,14504,,,,,
SO - 019381,12-Jan-21,2212AA,GUT930,Export,2,747.405,1495,,,,,
SO - 019382,12-Jan-21,1908AA,NXH382,Distributor,1,27809.1,27809,,,,,
SO - 019383,12-Jan-21,1908AA,AXW291,Wholesale,4,27809.1,111236,,,,,
SO - 019384,12-Jan-21,1967BA,AXW291,Distributor,2,178.65,357,,,,,
SO - 019385,12-Jan-21,3075AA,GUT930,Wholesale,3,60.38,181,,,,,
SO - 019386,12-Jan-21,1695CA,NXH382,Wholesale,1,1649.3,1649,,,,,
SO - 019387,12-Jan-21,1945AA,GUT930,Export,46,965,44390,,,,,
SO - 019388,12-Jan-21,1956AA,NXH382,Wholesale,1,573.09,573,,,,,
SO - 019389,12-Jan-21,2498CA,AXW291,Export,15,117.17,1758,,,,,
SO - 019390,12-Jan-21,1161AA,AXW291,Wholesale,374,136.5925,51086,,,,,
SO - 019391,12-Jan-21,2501CA,NXH382,Distributor,387,35.12175,13592,,,,,
SO - 019392,12-Jan-21,3533CA,AXW291,Distributor,58,0.64377,37,,,,,
SO - 019393,12-Jan-21,3075BA,AXW291,Export,12,31,372,,,,,
SO - 019394,12-Jan-21,1992AA,FLR025,Wholesale,152.5,586.3916,89425,,,,,
SO - 019395,12-Jan-21,2291AA,AXW291,Wholesale,604,18.75596,11329,,,,,
SO - 019396,12-Jan-21,2170BA,FLR025,Wholesale,6,305.19,1831,,,,,
SO - 019397,12-Jan-21,2606AA,AXW291,Distributor,6,2041.52333,12249,,,,,
SO - 019398,12-Jan-21,2680BA,NXH382,Distributor,1,215.57,216,,,,,
SO - 019399,12-Jan-21,2564BA,AXW291,Wholesale,150,309.205,46381,,,,,
SO - 019400,12-Jan-21,1464AA,AXW291,Distributor,2,842.57,1685,,,,,
SO - 019401,12-Jan-21,1436BA,AXW291,Wholesale,14,125,1750,,,,,
SO - 019402,12-Jan-21,1921AA,AXW291,Wholesale,1,50000,50000,,,,,
SO - 019403,12-Jan-21,2212CA,AXW291,Wholesale,3,884.36,2653,,,,,
SO - 019404,12-Jan-21,2876CA,NXH382,Export,1,427.425,427,,,,,
SO - 019405,12-Jan-21,3413AA,AXW291,Export,1,35.3004,35,,,,,
SO - 019406,12-Jan-21,3084CA,NXH382,Distributor,1,2769.81,2770,,,,,
SO - 019407,12-Jan-21,3404CA,AXW291,Distributor,2,396.54,793,,,,,
SO - 019408,12-Jan-21,2953CA,AXW291,Wholesale,1,1519.82,1520,,,,,
SO - 019409,12-Jan-21,2953BA,AXW291,Wholesale,50,47.90925,2395,,,,,
SO - 019410,12-Jan-21,3038BA,AXW291,Wholesale,1,1300,1300,,,,,
SO - 019411,12-Jan-21,1479CA,AXW291,Wholesale,5,385.5625,1928,,,,,
SO - 019412,12-Jan-21,1163CA,GUT930,Distributor,264,94.66425,24991,,,,,
SO - 019413,13-Jan-21,1379CA,AXW291,Wholesale,4,490.18125,1961,,,,,
SO - 019414,13-Jan-21,2212AA,AXW291,Wholesale,2,747.405,1495,,,,,
SO - 019415,13-Jan-21,1511CA,NXH382,Wholesale,16,6.787,109,,,,,
SO - 019416,13-Jan-21,1479CA,NXH382,Export,7,385.5625,2699,,,,,
SO - 019417,13-Jan-21,3075AA,GUT930,Wholesale,2,60.38,121,,,,,
SO - 019418,13-Jan-21,3193AA,GUT930,Wholesale,3,1425,4275,,,,,
SO - 019419,13-Jan-21,1497CA,GUT930,Distributor,19,16.71828,318,,,,,
SO - 019420,13-Jan-21,2025AA,FLR025,Wholesale,30,442.805,13284,,,,,
SO - 019421,13-Jan-21,3551CA,AXW291,Wholesale,2000,7.06831,14137,,,,,
SO - 019422,13-Jan-21,1382CA,AXW291,Distributor,15,613.52125,9203,,,,,
SO - 019423,13-Jan-21,2876CA,AXW291,Distributor,1,427.425,427,,,,,
SO - 019424,13-Jan-21,1464AA,NXH382,Wholesale,4,842.57,3370,,,,,
SO - 019425,13-Jan-21,3494AA,AXW291,Wholesale,50,3.5,175,,,,,
SO - 019426,13-Jan-21,2025AA,AXW291,Wholesale,4,442.805,1771,,,,,
SO - 019427,13-Jan-21,3404CA,AXW291,Wholesale,4,396.54,1586,,,,,
SO - 019428,13-Jan-21,1479CA,AXW291,Distributor,5,385.5625,1928,,,,,
SO - 019429,13-Jan-21,3345AA,GUT930,Wholesale,7,31.06467,217,,,,,
SO - 019430,13-Jan-21,2970CA,GUT930,Distributor,1,512.205,512,,,,,
SO - 019431,13-Jan-21,2117BA,AXW291,Distributor,4,2424,9696,,,,,
SO - 019432,13-Jan-21,2348BA,AXW291,Wholesale,1,38440,38440,,,,,
SO - 019433,13-Jan-21,1382CA,GUT930,Distributor,50,613.52125,30676,,,,,
SO - 019434,13-Jan-21,2044CA,AXW291,Export,13,740.82,9631,,,,,
SO - 019435,13-Jan-21,2606AA,GUT930,Wholesale,2,2041.52333,4083,,,,,
SO - 019436,13-Jan-21,1009AA,AXW291,Wholesale,905,28.76326,26031,,,,,
SO - 019437,13-Jan-21,1967BA,NXH382,Wholesale,204,178.65,36445,,,,,
SO - 019438,13-Jan-21,1967BA,FLR025,Wholesale,305,178.65,54488,,,,,
SO - 019439,13-Jan-21,3358BA,AXW291,Distributor,5,1363.64,6818,,,,,
SO - 019440,13-Jan-21,1970CA,GUT930,Distributor,28,244.928,6858,,,,,
SO - 019441,13-Jan-21,3365CA,GUT930,Distributor,5,13.3248,67,,,,,
SO - 019442,13-Jan-21,2501CA,AXW291,Wholesale,315,35.12175,11063,,,,,
SO - 019443,13-Jan-21,3423CA,FLR025,Wholesale,1,29.555,30,,,,,
SO - 019444,13-Jan-21,2060AA,AXW291,Wholesale,2,1101.15,2202,,,,,
SO - 019445,13-Jan-21,1163CA,AXW291,Wholesale,63,94.66425,5964,,,,,
SO - 019446,13-Jan-21,1379CA,GUT930,Wholesale,8,490.18125,3921,,,,,
SO - 019447,13-Jan-21,2291AA,NXH382,Wholesale,396,18.75596,7427,,,,,
SO - 019448,13-Jan-21,3120BA,AXW291,Export,4,1534.88,6140,,,,,
SO - 019449,13-Jan-21,3193AA,AXW291,Wholesale,1,1425,1425,,,,,
SO - 019450,13-Jan-21,1497CA,AXW291,Wholesale,22,16.71828,368,,,,,
SO - 019451,13-Jan-21,3075BA,GUT930,Wholesale,6,31,186,,,,,
SO - 019452,13-Jan-21,2847BA,NXH382,Distributor,700,241.79216,169255,,,,,
SO - 019453,13-Jan-21,1695CA,GUT930,Export,1,1649.3,1649,,,,,
SO - 019454,13-Jan-21,2508BA,GUT930,Distributor,1,463.1,463,,,,,
SO - 019455,13-Jan-21,2054CA,GUT930,Distributor,25,904,22600,,,,,
SO - 019456,14-Jan-21,3502BA,GUT930,Distributor,35,1234.335,43202,,,,,
SO - 019457,14-Jan-21,2234AA,NXH382,Wholesale,3,903,2709,,,,,
SO - 019458,14-Jan-21,1379CA,NXH382,Export,8,490.18125,3921,,,,,
SO - 019459,14-Jan-21,2876CA,GUT930,Wholesale,2,427.425,855,,,,,
SO - 019460,14-Jan-21,2673BA,AXW291,Wholesale,580,13,7540,,,,,
SO - 019461,14-Jan-21,3420AA,NXH382,Wholesale,2,17.255,35,,,,,
SO - 019462,14-Jan-21,2956AA,NXH382,Export,11,12.02259,132,,,,,
SO - 019463,14-Jan-21,1956CA,FLR025,Wholesale,1,1250,1250,,,,,
SO - 019464,14-Jan-21,1956CA,AXW291,Distributor,2,1250,2500,,,,,
SO - 019465,14-Jan-21,2458CA,NXH382,Wholesale,200,6.83263,1367,,,,,
SO - 019466,14-Jan-21,3079BA,AXW291,Wholesale,30,134.5,4035,,,,,
SO - 019467,14-Jan-21,3570CA,GUT930,Wholesale,24,1160,27840,,,,,
SO - 019468,14-Jan-21,3250CA,AXW291,Distributor,100,34.75342,3475,,,,,
SO - 019469,14-Jan-21,1445BA,AXW291,Export,1,1291.865,1292,,,,,
SO - 019470,14-Jan-21,2212AA,AXW291,Distributor,4,747.405,2990,,,,,
SO - 019471,14-Jan-21,3125AA,AXW291,Distributor,5,119.136,596,,,,,
SO - 019472,14-Jan-21,2060AA,GUT930,Wholesale,1,1101.15,1101,,,,,
SO - 019473,14-Jan-21,2876CA,GUT930,Distributor,2,427.425,855,,,,,
SO - 019474,14-Jan-21,3138CA,AXW291,Wholesale,222,376.116,83498,,,,,
SO - 019475,14-Jan-21,2646AA,GUT930,Wholesale,92,908.33214,83567,,,,,
SO - 019476,14-Jan-21,3494AA,NXH382,Export,120,3.5,420,,,,,
SO - 019477,14-Jan-21,3404CA,AXW291,Distributor,7,396.54,2776,,,,,
SO - 019478,14-Jan-21,3079BA,AXW291,Distributor,18,134.5,2421,,,,,
SO - 019479,14-Jan-21,2867AA,FLR025,Wholesale,53,297.635,15775,,,,,
SO - 019480,14-Jan-21,3345AA,GUT930,Wholesale,8,31.06467,249,,,,,
SO - 019481,14-Jan-21,3120BA,AXW291,Distributor,3,1534.88,4605,,,,,
SO - 019482,14-Jan-21,1964BA,GUT930,Wholesale,275,99.12769,27260,,,,,
SO - 019483,14-Jan-21,2923CA,FLR025,Wholesale,5,20.18857,101,,,,,
SO - 019484,14-Jan-21,3576BA,GUT930,Wholesale,3,44.79,134,,,,,
SO - 019485,14-Jan-21,1499AA,FLR025,Distributor,30,14.22359,427,,,,,
SO - 019486,14-Jan-21,1403CA,AXW291,Export,7,2550,17850,,,,,
SO - 019487,14-Jan-21,2867AA,GUT930,Wholesale,9,297.635,2679,,,,,
SO - 019488,14-Jan-21,2867AA,FLR025,Wholesale,18,297.635,5357,,,,,
SO - 019489,14-Jan-21,3533CA,NXH382,Wholesale,950,0.64377,612,,,,,
SO - 019490,14-Jan-21,3512AA,GUT930,Distributor,783,0.10295,81,,,,,
SO - 019491,14-Jan-21,1921AA,GUT930,Wholesale,1,50000,50000,,,,,
SO - 019492,14-Jan-21,2970CA,NXH382,Distributor,1,512.205,512,,,,,
SO - 019493,14-Jan-21,3345AA,GUT930,Distributor,10,31.06467,311,,,,,
SO - 019494,14-Jan-21,2867AA,NXH382,Distributor,26,297.635,7739,,,,,
SO - 019495,14-Jan-21,1992AA,NXH382,Distributor,50,586.3916,29320,,,,,
SO - 019496,14-Jan-21,1921AA,FLR025,Wholesale,1,50000,50000,,,,,
SO - 019497,14-Jan-21,3193AA,NXH382,Distributor,137,1425,195225,,,,,
SO - 019498,14-Jan-21,1601AA,NXH382,Export,2,918.403,1837,,,,,
SO - 019499,15-Jan-21,3448CA,GUT930,Wholesale,60,6.5255,392,,,,,
SO - 019500,15-Jan-21,2021CA,NXH382,Wholesale,27,295.27467,7972,,,,,
SO - 019501,15-Jan-21,3365CA,AXW291,Wholesale,50,13.3248,666,,,,,
SO - 019502,15-Jan-21,2060AA,NXH382,Distributor,3,1101.15,3303,,,,,
SO - 019503,15-Jan-21,3160BA,GUT930,Distributor,2,270.909,542,,,,,
SO - 019504,15-Jan-21,2766AA,FLR025,Distributor,592,363.83238,215389,,,,,
SO - 019505,15-Jan-21,3084CA,AXW291,Distributor,1,2769.81,2770,,,,,
SO - 019506,15-Jan-21,1906CA,NXH382,Wholesale,3,1893.75,5681,,,,,
SO - 019507,15-Jan-21,3407CA,GUT930,Distributor,3,1017.592,3053,,,,,
SO - 019508,15-Jan-21,1009AA,AXW291,Wholesale,242,28.76326,6961,,,,,
SO - 019509,15-Jan-21,2508BA,AXW291,Wholesale,1,463.1,463,,,,,
SO - 019510,15-Jan-21,3404CA,NXH382,Distributor,2,396.54,793,,,,,
SO - 019511,15-Jan-21,3533CA,AXW291,Distributor,800,0.64377,515,,,,,
SO - 019512,15-Jan-21,2621AA,AXW291,Export,1,61.78333,62,,,,,
SO - 019513,15-Jan-21,3619CA,AXW291,Wholesale,5880,0.7455,4384,,,,,
SO - 019514,15-Jan-21,1385CA,AXW291,Distributor,9,1781.5475,16034,,,,,
SO - 019515,15-Jan-21,1906CA,NXH382,Wholesale,2,1893.75,3788,,,,,
SO - 019516,15-Jan-21,2564BA,NXH382,Wholesale,95,309.205,29374,,,,,
SO - 019517,15-Jan-21,2621AA,GUT930,Wholesale,13,61.78333,803,,,,,
SO - 019518,15-Jan-21,1499AA,NXH382,Wholesale,117,14.22359,1664,,,,,
SO - 019519,15-Jan-21,2729AA,AXW291,Wholesale,230,76.518,17599,,,,,
SO - 019520,15-Jan-21,1956AA,AXW291,Wholesale,1,573.09,573,,,,,
SO - 019521,15-Jan-21,1990AA,AXW291,Wholesale,35,545.845,19105,,,,,
SO - 019522,15-Jan-21,2236CA,GUT930,Wholesale,1,1617.335,1617,,,,,
SO - 019523,15-Jan-21,3084CA,NXH382,Wholesale,1,2769.81,2770,,,,,
SO - 019524,15-Jan-21,2016CA,AXW291,Distributor,65,267.32395,17376,,,,,
